Gene_original,Gene_limpo,ENTREZID
SLC35B2,SLC35B2,347734
ITFG1,ITFG1,81533
GOLGA5,GOLGA5,9950
UBA3,UBA3,9039
PRXL2B,PRXL2B,127281
TMEM167A,TMEM167A,153339
PIP4K2C,PIP4K2C,79837
WDR20,WDR20,91833
TBC1D15,TBC1D15,64786
RDH11,RDH11,51109
TMEM163,TMEM163,81615
SPATA18,SPATA18,132671
C18orf32,C18orf32,497661
NT5C,NT5C,30833
CPT1C,CPT1C,126129
STT3B,STT3B,201595
PNPT1,PNPT1,87178
SPPL2A,SPPL2A,84888
HM13,HM13,81502
PREX1,PREX1,57580
DYNC2LI1,DYNC2LI1,51626
URGCP,URGCP,55665
CD99L2,CD99L2,83692
BICD2,BICD2,23299
NEK9,NEK9,91754
SFXN5,SFXN5,94097
GPT2,GPT2,84706
TRPM4,TRPM4,54795
PLEKHO2,PLEKHO2,80301
DTX3L,DTX3L,151636
BRSK1,BRSK1,84446
DDX54,DDX54,79039
DMXL2,DMXL2,23312
BRIX1,BRIX1,55299
GNPDA2,GNPDA2,132789
TRAF3IP1,TRAF3IP1,26146
NEK7,NEK7,140609
ASAP3,ASAP3,55616
MICAL1,MICAL1,64780
DNAH5,DNAH5,1767
SSH3,SSH3,54961
DTD1,DTD1,92675
DCAF11,DCAF11,80344
RHBDD1,RHBDD1,84236
UTP15,UTP15,84135
NUP210,NUP210,23225
GEMIN5,GEMIN5,25929
PIGO,PIGO,84720
ARHGEF40,ARHGEF40,55701
PARD3B,PARD3B,117583
IPO4,IPO4,79711
PPP4R1,PPP4R1,9989
UBASH3B,UBASH3B,84959
WIPF2,WIPF2,147179
SETD7,SETD7,80854
NOC3L,NOC3L,64318
COG1,COG1,9382
SCFD2,SCFD2,152579
SMAP2,SMAP2,64744
ZC3H15,ZC3H15,55854
PPIL4,PPIL4,85313
GTF3C2,GTF3C2,2976
RAB2B,RAB2B,84932
PPP1R13L,PPP1R13L,10848
ARB2A,ARB2A,83989
SLC22A17,SLC22A17,51310
TGFBRAP1,TGFBRAP1,9392
PTPMT1,PTPMT1,114971
NUP133,NUP133,55746
PDCD6IP,PDCD6IP,10015
UBTD2,UBTD2,92181
CHMP7,CHMP7,91782
THEM6,THEM6,51337
PRUNE2,PRUNE2,158471
NAT14,NAT14,57106
BCL7C,BCL7C,9274
PHLDA1,PHLDA1,22822
SNX33,SNX33,257364
DCAKD,DCAKD,79877
OSCP1,OSCP1,127700
NUDCD2,NUDCD2,134492
TFB1M,TFB1M,51106
STAG1,STAG1,10274
SCFD1,SCFD1,23256
TRAPPC12,TRAPPC12,51112
HNRNPLL,HNRNPLL,92906
FAR1,FAR1,84188
UBLCP1,UBLCP1,134510
PCNP,PCNP,57092
SPRYD4,SPRYD4,283377
MAIP1,MAIP1,79568
SLC44A1,SLC44A1,23446
ATXN2L,ATXN2L,11273
GIMAP1,GIMAP1,170575
PHIP,PHIP,55023
PRPF31,PRPF31,26121
IGFBPL1,IGFBPL1,347252
NELFB,NELFB,25920
PALLD,PALLD,23022
RUFY2,RUFY2,55680
SREK1,SREK1,140890
SCG3,SCG3,29106
CASKIN1,CASKIN1,57524
STON2,STON2,85439
PSPC1,PSPC1,55269
ATL1,ATL1,51062
MADD,MADD,8567
SYNE2,SYNE2,23224
GATAD2B,GATAD2B,57459
MYO3B,MYO3B,140469
DNAJC9,DNAJC9,23234
BRI3BP,BRI3BP,140707
PPM1E,PPM1E,22843
IFT81,IFT81,28981
CTNNBL1,CTNNBL1,56259
AHCTF1,AHCTF1,25909
RSPH1,RSPH1,89765
CTTNBP2,CTTNBP2,83992
OVCA2,OVCA2,124641
LZIC,LZIC,84328
IRGQ,IRGQ,126298
DDB2,DDB2,1643
DDX1,DDX1,1653
SLC39A7,SLC39A7,7922
HSD17B8,HSD17B8,7923
FAM3C,FAM3C,10447
H1-10,H1-10,8971
CCT6B,CCT6B,10693
PSMF1,PSMF1,9491
GBF1,GBF1,8729
RTF1,RTF1,23168
NCSTN,NCSTN,23385
TM9SF4,TM9SF4,9777
MRPS27,MRPS27,23107
ELMO1,ELMO1,9844
WASF1,WASF1,8936
SPOCK2,SPOCK2,9806
AP3S1,AP3S1,1176
TSC1,TSC1,7248
UBXN4,UBXN4,23190
SLC9A6,SLC9A6,10479
NDRG1,NDRG1,10397
HSPH1,HSPH1,10808
SEPTIN8,SEPTIN8,23176
CNOT9,CNOT9,9125
LPGAT1,LPGAT1,9926
DOCK2,DOCK2,1794
TBC1D5,TBC1D5,9779
MYO18A,MYO18A,399687
LARP4B,LARP4B,23185
GCN1,GCN1,10985
ARHGAP45,ARHGAP45,23526
DHX38,DHX38,9785
NUP205,NUP205,23165
TTC9,TTC9,23508
ANKS1A,ANKS1A,23294
PXDN,PXDN,7837
SGCD,SGCD,6444
LPAR1,LPAR1,1902
PIGK,PIGK,10026
MRPS31,MRPS31,10240
SORL1,SORL1,6653
ALG3,ALG3,10195
ANP32B,ANP32B,10541
NECTIN2,NECTIN2,5819
RABGGTA,RABGGTA,5875
PRCC,PRCC,5546
TFG,TFG,10342
HTRA1,HTRA1,5654
ARPC1A,ARPC1A,10552
TNR,TNR,7143
HDAC2,HDAC2,3066
STAM,STAM,8027
DPF2,DPF2,5977
P3H4,P3H4,10609
CREBBP,CREBBP,1387
DLG3,DLG3,1741
SYMPK,SYMPK,8189
TAF15,TAF15,8148
GOLGA1,GOLGA1,2800
GGH,GGH,8836
NRCAM,NRCAM,4897
INPP5D,INPP5D,3635
DDX17,DDX17,10521
KIFAP3,KIFAP3,22920
NEO1,NEO1,4756
RAD50,RAD50,10111
CELF1,CELF1,10658
OSTF1,OSTF1,26578
ARHGEF1,ARHGEF1,9138
ERCC4,ERCC4,2072
UFD1,UFD1,7353
GLG1,GLG1,2734
UPF1,UPF1,5976
COPS5,COPS5,10987
GPKOW,GPKOW,27238
SMARCC1,SMARCC1,6599
SMARCD2,SMARCD2,6603
RAB8B,RAB8B,51762
BAD,BAD,572
KHSRP,KHSRP,8570
GCDH,GCDH,2639
RIT1,RIT1,6016
TNPO1,TNPO1,3842
ARHGEF2,ARHGEF2,9181
EMG1,EMG1,10436
CLP1,CLP1,10978
GLMN,GLMN,11146
USP9X,USP9X,8239
USP7,USP7,7874
CUL5,CUL5,8065
STMN2,STMN2,11075
ATP6V0A1,ATP6V0A1,535
LPP,LPP,4026
ATP2A3,ATP2A3,489
PTP4A1,PTP4A1,7803
PHKB,PHKB,5257
SCAMP4,SCAMP4,113178
TCEAL3,TCEAL3,85012
TSR2,TSR2,90121
SMARCE1,SMARCE1,6605
RFK,RFK,55312
MYDGF,MYDGF,56005
YIPF5,YIPF5,81555
UBE2F,UBE2F,140739
PIGT,PIGT,51604
IGSF8,IGSF8,93185
RPL36AL,RPL36AL,6166
RAB24,RAB24,53917
NEIL2,NEIL2,252969
ZNF622,ZNF622,90441
GFM2,GFM2,84340
UBE2E3,UBE2E3,10477
WBP2,WBP2,23558
PSMG2,PSMG2,56984
NCLN,NCLN,56926
TMBIM1,TMBIM1,64114
ERGIC1,ERGIC1,57222
UTP4,UTP4,84916
TBRG4,TBRG4,9238
MTARC2,MTARC2,54996
PPP1R14A,PPP1R14A,94274
FAM162A,FAM162A,26355
CCDC47,CCDC47,57003
TMEM230,TMEM230,29058
EXOC4,EXOC4,60412
KIAA1191,KIAA1191,57179
COL26A1,COL26A1,136227
RFT1,RFT1,91869
ISOC2,ISOC2,79763
FERMT2,FERMT2,10979
FUBP1,FUBP1,8880
SLC25A46,SLC25A46,91137
LRRC59,LRRC59,55379
VTI1A,VTI1A,143187
MRGPRF,MRGPRF,116535
PBXIP1,PBXIP1,57326
KIAA1143,KIAA1143,57456
VPS33A,VPS33A,65082
FKBP10,FKBP10,60681
TTC28,TTC28,23331
ISG20,ISG20,3669
EXOSC8,EXOSC8,11340
AKT1S1,AKT1S1,84335
ZNF428,ZNF428,126299
SH3KBP1,SH3KBP1,30011
PHF21A,PHF21A,51317
AIDA,AIDA,64853
ARL8A,ARL8A,127829
OTULIN,OTULIN,90268
PPWD1,PPWD1,23398
CCDC127,CCDC127,133957
SGK3,SGK3,23678
MOB3A,MOB3A,126308
DOCK10,DOCK10,55619
ATG2B,ATG2B,55102
FAM136A,FAM136A,84908
FGGY,FGGY,55277
EFHD2,EFHD2,79180
GALM,GALM,130589
PYCR2,PYCR2,29920
ROPN1L,ROPN1L,83853
DCPS,DCPS,28960
PPP1R14B,PPP1R14B,26472
CTHRC1,CTHRC1,115908
ACSF2,ACSF2,80221
ISOC1,ISOC1,51015
FLYWCH2,FLYWCH2,114984
FAF2,FAF2,23197
CCDC124,CCDC124,115098
OPTN,OPTN,10133
AP2M1,AP2M1,1173
TUBGCP3,TUBGCP3,10426
KCTD12,KCTD12,115207
FAM241B,FAM241B,219738
RCN3,RCN3,57333
NMD3,NMD3,51068
REPS1,REPS1,85021
HVCN1,HVCN1,84329
RAB39B,RAB39B,116442
DNAJC19,DNAJC19,131118
RMDN1,RMDN1,51115
SHISA4,SHISA4,149345
NUDT16,NUDT16,131870
CMBL,CMBL,134147
MSI2,MSI2,124540
SNRNP40,SNRNP40,9410
RMC1,RMC1,29919
ARHGEF26,ARHGEF26,26084
ATG4C,ATG4C,84938
MRPL38,MRPL38,64978
IQCD,IQCD,115811
ERLEC1,ERLEC1,27248
CLIP3,CLIP3,25999
CMTM5,CMTM5,116173
RAB3C,RAB3C,115827
RBMXL1,RBMXL1,494115
SIRT1,SIRT1,23411
YIPF6,YIPF6,286451
SEH1L,SEH1L,81929
ZNF837,ZNF837,116412
TCEAL4,TCEAL4,79921
THAP11,THAP11,57215
KIFBP,KIFBP,26128
GNPNAT1,GNPNAT1,64841
FAM120B,FAM120B,84498
MRPL53,MRPL53,116540
L3HYPDH,L3HYPDH,112849
RNF31,RNF31,55072
DAZAP1,DAZAP1,26528
SGTB,SGTB,54557
SAAL1,SAAL1,113174
CCDC51,CCDC51,79714
SGF29,SGF29,112869
RBM33,RBM33,155435
DYNC2I2,DYNC2I2,89891
DNAJA3,DNAJA3,9093
TMA16,TMA16,55319
MVB12A,MVB12A,93343
PTCD3,PTCD3,55037
MMAB,MMAB,326625
MCRS1,MCRS1,10445
CYFIP2,CYFIP2,26999
SAT2,SAT2,112483
CCDC97,CCDC97,90324
CNRIP1,CNRIP1,25927
EDC3,EDC3,80153
PHYHIPL,PHYHIPL,84457
LINGO1,LINGO1,84894
STAMBPL1,STAMBPL1,57559
DYNLL2,DYNLL2,140735
CPNE2,CPNE2,221184
S100A16,S100A16,140576
SIPA1,SIPA1,6494
LRRC46,LRRC46,90506
SCRN2,SCRN2,90507
THOC1,THOC1,9984
OTUB1,OTUB1,55611
HMCES,HMCES,56941
CHMP6,CHMP6,79643
BICD1,BICD1,636
PGM2,PGM2,55276
CERS2,CERS2,29956
DUS3L,DUS3L,56931
BSCL2,BSCL2,26580
SDSL,SDSL,113675
PDXP,PDXP,57026
DCUN1D1,DCUN1D1,54165
FAHD2A,FAHD2A,51011
SMARCD1,SMARCD1,6602
TOE1,TOE1,114034
RUSF1,RUSF1,64755
DDX27,DDX27,55661
ACSBG1,ACSBG1,23205
BORCS6,BORCS6,54785
BCAN,BCAN,63827
APIP,APIP,51074
ZC2HC1A,ZC2HC1A,51101
SLC41A3,SLC41A3,54946
SNF8,SNF8,11267
ZC3HAV1L,ZC3HAV1L,92092
TONSL,TONSL,4796
PDLIM5,PDLIM5,10611
CRELD1,CRELD1,78987
ERO1A,ERO1A,30001
GRAMD2B,GRAMD2B,65983
AHCYL2,AHCYL2,23382
MED30,MED30,90390
REEP6,REEP6,92840
PGAM5,PGAM5,192111
INTS4,INTS4,92105
DDRGK1,DDRGK1,65992
DHTKD1,DHTKD1,55526
SCLY,SCLY,51540
FUBP3,FUBP3,8939
RBM17,RBM17,84991
NARS2,NARS2,79731
SUCLG2,SUCLG2,8801
IGSF21,IGSF21,84966
FBXL20,FBXL20,84961
GMPPA,GMPPA,29926
ABHD14B,ABHD14B,84836
ATP5MK,ATP5MK,84833
CPB2,CPB2,1361
PAWR,PAWR,5074
THOC3,THOC3,84321
ITCH,ITCH,83737
LRIG1,LRIG1,26018
COG3,COG3,83548
CDK5RAP3,CDK5RAP3,80279
VPS39,VPS39,23339
AKR1E2,AKR1E2,83592
MAP6,MAP6,4135
VPS50,VPS50,55610
MAGED4,MAGED4,728239
VCPIP1,VCPIP1,80124
SPG11,SPG11,80208
ELMO2,ELMO2,63916
TMX3,TMX3,54495
ZNF462,ZNF462,58499
CHAMP1,CHAMP1,283489
ZFP91,ZFP91,80829
DCHS1,DCHS1,8642
PDLIM2,PDLIM2,64236
BTF3L4,BTF3L4,91408
RNF170,RNF170,81790
SLC35E1,SLC35E1,79939
USP47,USP47,55031
CLPTM1L,CLPTM1L,81037
DNAJC1,DNAJC1,64215
MEGF10,MEGF10,84466
SCYL1,SCYL1,57410
ZNF512B,ZNF512B,57473
LRATD2,LRATD2,157638
EXOC2,EXOC2,55770
CNDP2,CNDP2,55748
EHMT2,EHMT2,10919
ZFR,ZFR,51663
B3GALT6,B3GALT6,126792
EP400,EP400,57634
SNX27,SNX27,81609
IFT74,IFT74,80173
TRIM47,TRIM47,91107
DHRS1,DHRS1,115817
UBXN10,UBXN10,127733
DNAJC30,DNAJC30,84277
PRRC1,PRRC1,133619
AK7,AK7,122481
FBXL18,FBXL18,80028
ZNF512,ZNF512,84450
NSMCE3,NSMCE3,56160
TMEM68,TMEM68,137695
HSPA12B,HSPA12B,116835
KCTD7,KCTD7,154881
YTHDC1,YTHDC1,91746
COG8,COG8,84342
DNAAF10,DNAAF10,116143
GDAP1L1,GDAP1L1,78997
SPATA33,SPATA33,124045
MBOAT7,MBOAT7,79143
DOCK7,DOCK7,85440
ODAD4,ODAD4,83538
NAP1L5,NAP1L5,266812
CLIC6,CLIC6,54102
NSUN5,NSUN5,55695
RPRD1A,RPRD1A,55197
AGAP3,AGAP3,116988
ARAP1,ARAP1,116985
WDFY2,WDFY2,115825
IPO9,IPO9,55705
MIA2,MIA2,4253
PGLYRP2,PGLYRP2,114770
ARHGEF17,ARHGEF17,9828
INPP4A,INPP4A,3631
RBM14,RBM14,10432
RCHY1,RCHY1,25898
ZNF385A,ZNF385A,25946
SORCS2,SORCS2,57537
UHRF2,UHRF2,115426
NEDD4L,NEDD4L,23327
QKI,QKI,9444
FMNL2,FMNL2,114793
PUS7,PUS7,54517
TRAPPC9,TRAPPC9,83696
TRNT1,TRNT1,51095
PPP1R10,PPP1R10,5514
FYTTD1,FYTTD1,84248
SLC2A13,SLC2A13,114134
RAB3IP,RAB3IP,117177
MTMR9,MTMR9,66036
VPS35,VPS35,55737
PURB,PURB,5814
OR4K3,OR4K3,283617
PANX1,PANX1,24145
NACC1,NACC1,112939
SNX18,SNX18,112574
PASK,PASK,23178
BBS4,BBS4,585
VPS13A,VPS13A,23230
GFM1,GFM1,85476
ERGIC2,ERGIC2,51290
MCCC1,MCCC1,56922
CAMKK2,CAMKK2,10645
NUDCD1,NUDCD1,84955
ERBIN,ERBIN,55914
TUBGCP6,TUBGCP6,85378
FNBP1,FNBP1,23048
IFT140,IFT140,9742
LMF1,LMF1,64788
TP53RK,TP53RK,112858
PIGS,PIGS,94005
WRNIP1,WRNIP1,56897
RANBP9,RANBP9,10048
CLCC1,CLCC1,23155
HAPLN3,HAPLN3,145864
MYADM,MYADM,91663
PPP1R9B,PPP1R9B,84687
SRPK1,SRPK1,6732
SMC6,SMC6,79677
STRBP,STRBP,55342
GPX7,GPX7,2882
CYP2S1,CYP2S1,29785
IWS1,IWS1,55677
SIN3A,SIN3A,25942
OSBPL9,OSBPL9,114883
CRBN,CRBN,51185
INTS14,INTS14,81556
ADO,ADO,84890
RSF1,RSF1,51773
RBM15,RBM15,64783
RUFY1,RUFY1,80230
SPEN,SPEN,23013
PNKP,PNKP,11284
MMS19,MMS19,64210
SLC9A7,SLC9A7,84679
UHRF1,UHRF1,29128
NIBAN2,NIBAN2,64855
YME1L1,YME1L1,10730
RMDN3,RMDN3,55177
TBCB,TBCB,1155
PSMB7,PSMB7,5695
CNN2,CNN2,1265
SEC62,SEC62,7095
PCYT2,PCYT2,5833
CDC5L,CDC5L,988
PSMD1,PSMD1,5707
SDF2,SDF2,6388
RNF2,RNF2,6045
PARK7,PARK7,11315
S1PR3,S1PR3,1903
GAS2L1,GAS2L1,10634
NEU1,NEU1,4758
SORT1,SORT1,6272
VAT1,VAT1,10493
LGMN,LGMN,5641
PLIN2,PLIN2,123
DNAJC2,DNAJC2,27000
MPHOSPH8,MPHOSPH8,54737
NUP88,NUP88,4927
PKP4,PKP4,8502
PIK3R4,PIK3R4,30849
P2RX4,P2RX4,5025
P2RX7,P2RX7,5027
S100A13,S100A13,6284
TSNAX,TSNAX,7257
EIF3C,EIF3C,8663
TTC1,TTC1,7265
DNAJC7,DNAJC7,7266
PHB2,PHB2,11331
SLC38A3,SLC38A3,10991
COPS8,COPS8,10920
PRPF18,PRPF18,8559
SDHC,SDHC,6391
CHP1,CHP1,11261
MAP3K5,MAP3K5,4217
MGLL,MGLL,11343
ATXN2,ATXN2,6311
DOK1,DOK1,1796
MTR,MTR,4548
HSD17B10,HSD17B10,3028
COL12A1,COL12A1,1303
SEPTIN5,SEPTIN5,5413
SIGMAR1,SIGMAR1,10280
HNRNPAB,HNRNPAB,3182
NAP1L4,NAP1L4,4676
MGST2,MGST2,4258
NAPG,NAPG,8774
PIP5K1A,PIP5K1A,8394
MAP3K3,MAP3K3,4215
DMAC2L,DMAC2L,27109
MIPEP,MIPEP,4285
ACO2,ACO2,50
TM9SF2,TM9SF2,9375
SLC29A1,SLC29A1,2030
TSG101,TSG101,7251
CPNE1,CPNE1,8904
CCT7,CCT7,10574
MYD88,MYD88,4615
EBNA1BP2,EBNA1BP2,10969
PRMT1,PRMT1,3276
AGPAT1,AGPAT1,10554
SH3GL1,SH3GL1,6455
SH3GL2,SH3GL2,6456
SH3GL3,SH3GL3,6457
VRK1,VRK1,7443
GDF15,GDF15,9518
AKAP9,AKAP9,10142
DPYSL5,DPYSL5,56896
NIPSNAP1,NIPSNAP1,8508
NCAPG,NCAPG,64151
ARPC5L,ARPC5L,81873
FAM118B,FAM118B,79607
RBM4B,RBM4B,83759
DDX50,DDX50,79009
ELAC2,ELAC2,60528
TRIR,TRIR,79002
GRWD1,GRWD1,83743
MACROD1,MACROD1,28992
TCF25,TCF25,22980
WDR77,WDR77,79084
CYBC1,CYBC1,79415
VKORC1,VKORC1,79001
DPH2,DPH2,1802
TUBA1C,TUBA1C,84790
APOL2,APOL2,23780
MYBBP1A,MYBBP1A,10514
NUDT12,NUDT12,83594
AIF1L,AIF1L,83543
PSD2,PSD2,84249
TMEM47,TMEM47,83604
FERMT1,FERMT1,55612
FYCO1,FYCO1,79443
CORO1B,CORO1B,57175
TXNDC17,TXNDC17,84817
PIGQ,PIGQ,9091
CPPED1,CPPED1,55313
VPS25,VPS25,84313
MRPL45,MRPL45,84311
CHLSN,CHLSN,84310
NUDT16L1,NUDT16L1,84309
REEP2,REEP2,51308
SDF4,SDF4,51150
SRSF8,SRSF8,10929
PYM1,PYM1,84305
CHCHD6,CHCHD6,84303
ADPGK,ADPGK,83440
UQCC2,UQCC2,84300
PELO,PELO,53918
PRXL2A,PRXL2A,84293
TRIM56,TRIM56,81844
ERP44,ERP44,23071
LXN,LXN,56925
TMEM175,TMEM175,84286
ATG101,ATG101,60673
NOL10,NOL10,79954
NTPCR,NTPCR,84284
TIMM29,TIMM29,90580
TACO1,TACO1,51204
HDHD3,HDHD3,81932
TUBGCP2,TUBGCP2,10844
ESYT1,ESYT1,23344
UBAC1,UBAC1,10422
RTKN,RTKN,6242
PHAF1,PHAF1,80262
CNPY3,CNPY3,10695
ALG1,ALG1,56052
INPP5K,INPP5K,51763
PSMG3,PSMG3,84262
COPS4,COPS4,51138
SYT11,SYT11,23208
DIDO1,DIDO1,11083
RBM42,RBM42,79171
DCTN5,DCTN5,84516
MCMBP,MCMBP,79892
AARSD1,AARSD1,80755
DCUN1D5,DCUN1D5,84259
ANP32E,ANP32E,81611
LRRC1,LRRC1,55227
PI4K2A,PI4K2A,55361
TMEM43,TMEM43,79188
FSD1,FSD1,79187
TBCD,TBCD,6904
NDC1,NDC1,55706
FUCA2,FUCA2,2519
DHRS4,DHRS4,10901
THTPA,THTPA,79178
LMF2,LMF2,91289
NDUFAF3,NDUFAF3,25915
MMTAG2,MMTAG2,79169
TMEM70,TMEM70,54968
TUBB6,TUBB6,84617
PAXX,PAXX,286257
POLR3C,POLR3C,10623
HNRNPUL1,HNRNPUL1,11100
MSTO1,MSTO1,55154
PHF23,PHF23,79142
PDCD10,PDCD10,11235
DERL1,DERL1,79139
EFHD1,EFHD1,80303
DDX23,DDX23,9416
APOO,APOO,79135
BDH2,BDH2,56898
ALG12,ALG12,79087
MRI1,MRI1,84245
ABHD6,ABHD6,57406
WDR18,WDR18,57418
THUMPD3,THUMPD3,25917
ADI1,ADI1,55256
MECR,MECR,51102
EMC6,EMC6,83460
NTMT1,NTMT1,28989
KATNB1,KATNB1,10300
TUBB2B,TUBB2B,347733
MLST8,MLST8,64223
TMEM109,TMEM109,79073
PBDC1,PBDC1,51260
PTDSS2,PTDSS2,81490
NOC4L,NOC4L,79050
UTP14A,UTP14A,10813
TMED9,TMED9,54732
NUP58,NUP58,9818
SELENOO,SELENOO,83642
DPCD,DPCD,25911
GGACT,GGACT,87769
GNL3,GNL3,26354
RIOK2,RIOK2,55781
TIMM21,TIMM21,29090
KIFC1,KIFC1,3833
NUP85,NUP85,79902
TPPP3,TPPP3,51673
ELOVL1,ELOVL1,64834
DDA1,DDA1,79016
KATNAL1,KATNAL1,84056
HIRIP3,HIRIP3,8479
HIGD2A,HIGD2A,192286
IFT27,IFT27,11020
NUDT9,NUDT9,53343
TARS2,TARS2,80222
ACAT2,ACAT2,39
REPIN1,REPIN1,29803
RBM4,RBM4,5936
FUNDC2,FUNDC2,65991
RPAP1,RPAP1,26015
SFXN3,SFXN3,81855
CHID1,CHID1,66005
SLC4A1AP,SLC4A1AP,22950
LSM14B,LSM14B,149986
TAPBPL,TAPBPL,55080
SORBS1,SORBS1,10580
JAM3,JAM3,83700
OSBPL11,OSBPL11,114885
BBS2,BBS2,583
TBC1D10A,TBC1D10A,83874
C1QTNF5,C1QTNF5,114902
TMEM120A,TMEM120A,83862
NAA15,NAA15,80155
BCL2L13,BCL2L13,23786
FSD1L,FSD1L,83856
ASPN,ASPN,54829
SLC12A9,SLC12A9,56996
SRRT,SRRT,51593
QTRT1,QTRT1,81890
AP1M1,AP1M1,8907
RNF17,RNF17,56163
OSBPL1A,OSBPL1A,114876
HDHD5,HDHD5,27440
EMILIN2,EMILIN2,84034
MAK16,MAK16,84549
ITPA,ITPA,3704
RTF2,RTF2,51507
CHMP4A,CHMP4A,29082
EIF2A,EIF2A,83939
SEC11C,SEC11C,90701
CADM1,CADM1,23705
POLDIP3,POLDIP3,84271
KIAA1671,KIAA1671,85379
GNB1L,GNB1L,54584
FUT8,FUT8,2530
MRPL13,MRPL13,28998
MRPL9,MRPL9,65005
MRPL4,MRPL4,51073
MRPL1,MRPL1,65008
NIFK,NIFK,84365
SEZ6L,SEZ6L,23544
YTHDF1,YTHDF1,54915
MRPS26,MRPS26,64949
STK33,STK33,65975
NLN,NLN,57486
CEP41,CEP41,95681
LDHAL6B,LDHAL6B,92483
PANK2,PANK2,80025
DOCK9,DOCK9,23348
FRMD8,FRMD8,83786
ABCA2,ABCA2,20
MRPL37,MRPL37,51253
GTPBP4,GTPBP4,23560
ASPSCR1,ASPSCR1,79058
OSBPL8,OSBPL8,114882
OSBPL6,OSBPL6,114880
UACA,UACA,55075
RAB34,RAB34,83871
DPH1,DPH1,1801
WDR11,WDR11,55717
UPF3B,UPF3B,65109
CRNKL1,CRNKL1,51340
TBL1XR1,TBL1XR1,79718
UBL5,UBL5,59286
PPP1R12C,PPP1R12C,54776
PRKD2,PRKD2,25865
NIBAN1,NIBAN1,116496
UBXN6,UBXN6,80700
API5,API5,8539
DPY30,DPY30,84661
TRIM9,TRIM9,114088
TRIM4,TRIM4,89122
TRIM2,TRIM2,23321
FTO,FTO,79068
ZDHHC5,ZDHHC5,25921
TNKS1BP1,TNKS1BP1,85456
UBE2O,UBE2O,63893
TANC1,TANC1,85461
XPO4,XPO4,64328
LNPK,LNPK,80856
CEP44,CEP44,80817
TTYH3,TTYH3,80727
MTMR12,MTMR12,54545
WDR33,WDR33,55339
WDR12,WDR12,55759
YIPF3,YIPF3,25844
TINAGL1,TINAGL1,64129
ADISSP,ADISSP,54976
PITHD1,PITHD1,57095
COMMD5,COMMD5,28991
DDX24,DDX24,57062
SKIC8,SKIC8,80349
SLIRP,SLIRP,81892
SRR,SRR,63826
NIF3L1,NIF3L1,60491
EGLN1,EGLN1,54583
MFF,MFF,56947
NAA50,NAA50,80218
UBA5,UBA5,79876
MKRN2,MKRN2,23609
LHPP,LHPP,64077
SLC22A4,SLC22A4,6583
MTFR1L,MTFR1L,56181
TMEM126A,TMEM126A,84233
PAIP1,PAIP1,10605
CLPB,CLPB,81570
RAB33B,RAB33B,83452
FAM107B,FAM107B,83641
NAT10,NAT10,55226
COMMD4,COMMD4,54939
KLC2,KLC2,64837
ILKAP,ILKAP,80895
XRN2,XRN2,22803
TOLLIP,TOLLIP,54472
BRD8,BRD8,10902
INTS2,INTS2,57508
CSTF2T,CSTF2T,23283
PCBD2,PCBD2,84105
NT5C3A,NT5C3A,51251
CYRIA,CYRIA,81553
HDHD2,HDHD2,84064
QRSL1,QRSL1,55278
DDX47,DDX47,51202
MAGT1,MAGT1,84061
RAB1B,RAB1B,81876
MRPL18,MRPL18,29074
LMAN2L,LMAN2L,81562
CCDC8,CCDC8,83987
SMG9,SMG9,56006
C11orf54,C11orf54,28970
FAM234A,FAM234A,83986
NAPB,NAPB,63908
DNTTIP1,DNTTIP1,116092
SIL1,SIL1,64374
IRF2BPL,IRF2BPL,64207
UNC93B1,UNC93B1,81622
POLR3F,POLR3F,10621
NUCKS1,NUCKS1,64710
TMX4,TMX4,56255
ASCC2,ASCC2,84164
RBSN,RBSN,64145
ISCU,ISCU,23479
SLC25A18,SLC25A18,83733
OSBPL2,OSBPL2,9885
RSPH9,RSPH9,221421
ATG5,ATG5,9474
WDR13,WDR13,64743
EHD4,EHD4,30844
P2RY12,P2RY12,64805
SPTBN4,SPTBN4,57731
VPS33B,VPS33B,26276
VPS16,VPS16,64601
VPS11,VPS11,55823
SH3BGRL3,SH3BGRL3,83442
CXCL16,CXCL16,58191
GAN,GAN,8139
TRIOBP,TRIOBP,11078
HSD3B7,HSD3B7,80270
SLK,SLK,9748
PPIL3,PPIL3,53938
PDCL3,PDCL3,79031
TAOK3,TAOK3,51347
RAB3GAP2,RAB3GAP2,25782
ADNP,ADNP,23394
DPH5,DPH5,51611
DHX36,DHX36,170506
PPA2,PPA2,27068
SPNS1,SPNS1,83985
MRPL46,MRPL46,26589
PNN,PNN,5411
TTYH1,TTYH1,57348
TMEM245,TMEM245,23731
CPVL,CPVL,54504
C11orf68,C11orf68,83638
DPAGT1,DPAGT1,1798
GHITM,GHITM,27069
BOLA2,BOLA2,552900
TMX1,TMX1,81542
NELFA,NELFA,7469
ACBD3,ACBD3,64746
CDC42EP4,CDC42EP4,23580
PTPN23,PTPN23,25930
UNC45A,UNC45A,55898
DNAJC5,DNAJC5,80331
C1orf198,C1orf198,84886
CHMP4B,CHMP4B,128866
RBKS,RBKS,64080
FN3K,FN3K,64122
POFUT1,POFUT1,23509
PIGU,PIGU,128869
MAP1LC3A,MAP1LC3A,84557
WNK1,WNK1,65125
RNPEP,RNPEP,6051
GOLPH3,GOLPH3,64083
